id,symbol,type,entryPrice,initialSize,currentSize,stopLoss,openTime,closeTime,closePrice,pnl,status,strategy
5795574a-2475-4e41-b2d9-ba036397e1eb,XAUUSD,BUY,4329.83,0.01,0.01,4323.335255,1766045199968,1766045969790,4327.135,-0.02694999999999709,CLOSED,LONDON_SWEEP
072f22ef-de80-49a3-bfa2-f32c343cc4a7,XAUUSD,BUY,4326.48,0.01,0.01,4319.99028,1766048191697,1766060734874,4321.485,-0.04994999999999891,CLOSED,LONDON_SWEEP
e6231a41-aaae-4275-aa25-552fa7553ec8,XAUUSD,SELL,4319.59,0.01,0.01,4326.069385000001,1766061199305,1766064601211,4325.95,-0.08859999999999672,CLOSED,TREND_FOLLOW
70b0cb38-a4cb-43e5-94ca-6a7b1103900d,XAUUSD,BUY,4442.82,0.01,0.01,4436.15577,1767628330063,1767631991406,4452.285,6.998229185536362,CLOSED,AI_AGENT
d1020688-bde6-44ad-b6ac-db06574117e6,XAUUSD,SELL,4451.8,0.01,0.01,4458.4777,1767631991659,1767633792045,4447.045,3.5127637804874348,CLOSED,AI_AGENT
52c35bcc-d2d5-496a-bcab-1ab3ba5578be,XAUUSD,BUY,4447.5,0.01,0.01,4440.828750000001,1767633792554,1767634959471,4441.135,-5.024494410250103,CLOSED,AI_AGENT
83351879-42f5-497b-9279-9ea858499764,XAUUSD,SELL,4440.66,0.01,0.01,4447.32099,1767634994140,1767636638772,4446.93,-4.934915264254585,CLOSED,AI_AGENT
599005a7-0714-4d54-b2a4-288aff6a1338,XAUUSD,BUY,4463.09,0.01,0.01,4456.395365,1767685967597,1767690671928,4456.76,-5.063122972629305,CLOSED,LONDON_SWEEP
e8c4b015-f6e5-4263-b54c-bd3e7e6a1b19,NAS100,BUY,25624.7,0.16,0.16,25586.262950000004,1768390360292,1768390490486,25618.45,-0.7436022322939013,CLOSED,TREND_FOLLOW
90f487ca-fd9b-4f5b-bd0e-deeaa44af903,XAUUSD,SELL,4629.42,0.01,0.01,4636.36413,1768390796997,1768392139974,4635.895,-5.181366408837504,CLOSED,AI_AGENT
4a8ec915-b52d-411d-a116-913139bbf95c,NAS100,BUY,25585.5,0.16,0.16,25547.121750000002,1768392139984,1768392140233,25584.25,-0.1486762240699373,CLOSED,TREND_FOLLOW
8e7c9ffd-ce6d-4d73-9f89-de44b00d9081,XAUUSD,SELL,4635.62,0.01,0.01,4642.57343,1768392179796,1768392900471,4636.2,-0.4313245754612959,CLOSED,TREND_FOLLOW
4c6bdfc6-e89b-4bee-806f-2adf20bdc072,NAS100,SELL,25636,0.16,0.032,25415.744,1768393470747,1768421125299,25415.4,24.866948028141834,CLOSED,TREND_FOLLOW
e8aa784b-6b24-4f9e-9a4d-e78b1635e588,NAS100,SELL,25441.2,0.16,0.16,25479.361800000002,1768421199243,1768422801842,25479.3,-4.595699716861268,CLOSED,AI_AGENT
4f593918-fb40-4015-b6b5-4124991f5420,NAS100,SELL,25500.3,0.17,0.17,25538.550450000002,1768423224243,1768457714163,25537.4,-4.886530764218837,CLOSED,AI_AGENT
f433b0da-f5e8-4e7d-bb0a-7b20fa553ed3,NAS100,SELL,25567.9,0.16,0.16,25606.251850000004,1768458067728,1768464708536,25605.15,-4.587002252545749,CLOSED,AI_AGENT
7c5e121d-803e-49e1-908d-ed10d613964e,XAUUSD,BUY,4724.14,0.01,0.01,4717.053790000001,1768906061283,1768907269758,4722.75,-1.0315705104421113,CLOSED,AI_AGENT
5154b789-8c48-45df-b22b-abf0ad298527,XAUUSD,SELL,4722.35,0.01,0.01,4729.433525,1768907270009,1768908053262,4729.15,-5.362766652801225,CLOSED,AI_AGENT
35a1916a-9040-439d-9de5-2e8215aa0292,XAUUSD,BUY,4732.42,0.01,0.01,4725.321370000001,1768909372574,1768912238430,4725.635,-5.365935229743226,CLOSED,AI_AGENT
31107e69-ee45-4c33-9f87-83f4413ab03c,XAUUSD,SELL,4842.06,0.01,0.006,4842.06,1769013654028,1769021332171,4841.795,8.57213819748339,CLOSED,TREND_FOLLOW
21671ac0-dbc1-45c7-ad1b-0bdd22a28bd3,XAUUSD,BUY,4842.32,0.01,0.01,4835.05652,1769021332451,1769023662959,4835.305,-5.445856195126659,CLOSED,TREND_FOLLOW
